id,type,item owner id,layer title,title,coordinates,description,image count,created date,last modification date,item views,Media Type,Transition Type,Date of Change,Owner,Community,Sources,Language
62,marker,-1,Newspapers,Leamington Post,"42.0540828, -82.601866","The Sun-owned Leamington Post, a fixture in the community for 138 years, closed at the end of 2012. It was a community newspaper.",0,2015-10-07 12:59,2016-06-16 11:42,152,community paper,closed,2012-12-05,Sun Media,"Leamington, Ontario","[""http:\/\/j-source.ca\/article\/opinion-closure-community-newspapers-represents-darker-and-more-serious-trend"",""http:\/\/blogs.windsorstar.com\/news\/leamington-post-windsor-this-week-shut-down""]","[""English""]"
63,marker,-1,Newspapers,The Graphic,"49.9714682, -98.315183","Postmedia announced on June 26, 2018, that The Graphic weekly newspaper would stop publishing its print edition and become a digital only publication. In March 2013, the Portage Daily Graphic shifted from a daily newspaper to a weekly paper (publishing on Tuesdays) and was renamed The Graphic. The first issue of the Daily Graphic was published on July 2, 1895.",0,2015-10-07 12:59,2025-08-01 20:20,258,community paper,shifted to online,2018-06-26,Postmedia,"Portage la Prarie, Manitoba","[""https:\/\/www.thegraphicleader.com\/2013\/03\/21\/graphic-has-weathered-many-storms"",""https:\/\/www.thegraphicleader.com\/2013\/03\/23\/beginning-of-a-new-era"",""https:\/\/www.cbc.ca\/news\/canada\/manitoba\/portage-daily-graphic-newspaper-moving-to-weekly-format-1.1353761"",""https:\/\/j-source.ca\/portage-daily-graphic-will-no-longer-print-daily-sun-media-announces\/"",""https:\/\/www.cbc.ca\/news\/business\/postmedia-cuts-1.4722693"",""https:\/\/nmc-mic.ca\/2018\/06\/26\/postmedia-announces-closures-of-community-newspapers\/"",""https:\/\/www.ctvnews.ca\/toronto\/article\/postmedia-to-close-6-local-newspapers-cut-print-of-4-more\/"",""https:\/\/financialpost.com\/pmn\/business-pmn\/postmedia-confirms-plans-to-close-163-year-old-pembroke-daily-observer"",""https:\/\/www.cambridgetimes.ca\/news\/postmedia-to-close-more-local-papers\/article_5ec049f9-f7a8-5bcc-b92a-d2708956fa01.html""]","[""English""]"
64,marker,-1,Newspapers,Town Crier - Bayview Mills,"43.6954632, -79.3712461",In May 2013 Multimedia Nova Corp. ceased publication of its Town Crier newspapers in the Greater Toronto Area after filing for bankruptcy. In August 2013 the Town Crier newspaper chain was purchased by a group of former employees with plans to re-launch the papers. This did not happen in the case of the Bayview Mills paper.,0,2015-10-07 12:59,2017-12-19 20:08,116,community paper,closed,2013-05-28,Multimedia Nova,"Bayview Mills, Toronto, Ontario","[""http:\/\/www.thestar.com\/business\/2013\/05\/28\/town_crier_vaughan_today_to_suspend_publication_indefinitely.html""]","[""English""]"
65,marker,-1,Newspapers,Town Crier - Beach-South Riverdale,"43.669714, -79.353185",In May 2013 Multimedia Nova Corp. ceased publication of its Town Crier newspapers in the Greater Toronto Area after filing for bankruptcy. In August 2013 the Town Crier newspaper chain was purchased by a group of former employees with plans to re-launch the papers. The Beach-South Riverdale paper was not relaunched. ,0,2015-10-07 12:59,2017-12-19 20:08,110,community paper,closed,2013-05-28,Multimedia Nova,"South Riverdale, Toronto, Ontario","[""http:\/\/www.thestar.com\/business\/2013\/05\/28\/town_crier_vaughan_today_to_suspend_publication_indefinitely.html""]","[""English""]"
66,marker,-1,Newspapers,Town Crier - Bloor West,"43.6590549, -79.439038",In May 2013 Multimedia Nova Corp. ceased publication of its Town Crier newspapers in the Greater Toronto Area after filing for bankruptcy. In August 2013 the Town Crier newspaper chain was purchased by a group of former employees with plans to re-launch the papers. The Bloor West paper was not relaunched. ,0,2015-10-07 12:59,2017-12-19 20:08,140,community paper,closed,2013-05-28,Multimedia Nova,"Bloor West, Toronto, Ontario","[""http:\/\/www.thestar.com\/business\/2013\/05\/28\/town_crier_vaughan_today_to_suspend_publication_indefinitely.html""]","[""English""]"
67,marker,-1,Newspapers,Town Crier - MidTown,"43.6898373, -79.398642",In May 2013 Multimedia Nova Corp. ceased publication of its Town Crier newspapers in the Greater Toronto Area after filing for bankruptcy. In August 2013 the Town Crier newspaper chain was purchased by a group of former employees with plans to re-launch the papers. The MidTown paper was not relaunched. ,0,2015-10-07 12:59,2017-12-19 20:07,110,community paper,closed,2013-05-28,Multimedia Nova,"MidTown, Toronto, Ontario","[""http:\/\/www.thestar.com\/business\/2013\/05\/28\/town_crier_vaughan_today_to_suspend_publication_indefinitely.html""]","[""English""]"
68,marker,-1,Newspapers,Town Crier - North York,"43.7676135, -79.4146793",In May 2013 Multimedia Nova Corp. ceased publication of its Town Crier newspapers in the Greater Toronto Area after filing for bankruptcy. In August 2013 the Town Crier newspaper chain was purchased by a group of former employees with plans to re-launch the papers. The North York paper was not relaunched. ,0,2015-10-07 12:59,2018-03-28 16:21,105,community paper,closed,2013-05-28,Multimedia Nova,"North York, Toronto, Ontario","[""http:\/\/www.thestar.com\/business\/2013\/05\/28\/town_crier_vaughan_today_to_suspend_publication_indefinitely.html""]","[""English""]"
69,marker,-1,Newspapers,Town Crier - Riverdale-East York,"43.6912006, -79.3416638",In May 2013 Multimedia Nova Corp. ceased publication of its Town Crier newspapers in the Greater Toronto Area after filing for bankruptcy. In August 2013 the Town Crier newspaper chain was purchased by a group of former employees with plans to re-launch the papers. The Riverdale-East York paper was not relaunched. ,0,2015-10-07 12:59,2017-12-19 20:06,149,community paper,closed,2013-05-28,Multimedia Nova,"East York, Toronto, Ontario","[""http:\/\/www.thestar.com\/business\/2013\/05\/28\/town_crier_vaughan_today_to_suspend_publication_indefinitely.html""]","[""English""]"
70,marker,-1,Newspapers,Town Crier - Toronto Today,"43.655704, -79.380644","In May 2013 Multimedia Nova Corp. ceased publication of its Town Crier newspapers in the Greater Toronto Area after filing for bankruptcy. In August 2013 the Town Crier newspaper chain was purchased by a group of former employees with plans to re-launch the papers. Toronto Today, which covered downtown Toronto, was not relaunched. ",0,2015-10-07 12:59,2017-12-19 20:10,139,community paper,closed,2013-05-28,Multimedia Nova,"Toronto, Ontario","[""http:\/\/www.thestar.com\/business\/2013\/05\/28\/town_crier_vaughan_today_to_suspend_publication_indefinitely.html""]","[""English""]"
71,marker,-1,Newspapers,Vaughan Today,"43.7749061, -79.500529",Multimedia Nova went into receivership. Vaughan Today was closed in May 2013. ,0,2015-10-07 12:59,2018-03-20 6:52,90,community paper,closed,2013-05-28,Multimedia Nova,"Vaughan, Ontario","[""http:\/\/www.thestar.com\/business\/2013\/05\/28\/town_crier_vaughan_today_to_suspend_publication_indefinitely.html"",""http:\/\/o.canada.com\/business\/town-crier-community-newspaper-chain-closes-across-toronto""]","[""English""]"
73,marker,-1,Newspapers,The Midland Free Press,"44.7398115, -79.857292","In July 2013 Sun Media announced the closure of The Midland Free Press, a weekly publication. ",0,2015-10-07 12:59,2016-06-16 11:46,222,community paper,closed,2013-06-20,Sun Media,"Midland, Ontario","[""http:\/\/www.macleans.ca\/general\/sun-media-cutting-360-jobs-and-closing-11-papers\/""]","[""English""]"
74,marker,-1,Newspapers,The Lac du Bonnet Leader,"50.2558506, -96.058893","In July 2013 Sun Media announced the closure of The Lac du Bonnet Leader, a weekly publication.",0,2015-10-07 12:59,2018-03-20 6:55,128,community paper,closed,2013-06-27,Sun Media,"Lac du Bonnet, Manitoba","[""http:\/\/www.macleans.ca\/general\/sun-media-cutting-360-jobs-and-closing-11-papers\/"",""http:\/\/www.winnipegfreepress.com\/local\/Lac-du-Bonnet-Beausejour-papers-to-cease-publication-213210021.html""]","[""English""]"
75,marker,-1,Newspapers,The Beausejour Review,"50.0617283, -96.5158517","In July 2013 Sun Media announced the closure of The Beausejour Review, a weekly publication.",0,2015-10-07 12:59,2018-03-20 7:00,190,community paper,closed,2013-06-27,Sun Media,"Beausejour, Manitoba","[""http:\/\/www.macleans.ca\/general\/sun-media-cutting-360-jobs-and-closing-11-papers\/"",""http:\/\/www.winnipegfreepress.com\/local\/Lac-du-Bonnet-Beausejour-papers-to-cease-publication-213210021.html""]","[""English""]"
76,marker,-1,Newspapers,Lâ€™Action Regionale,"45.4697382, -73.7449195","In July 2013 Sun Media announced the closure of L'Action Regionale, a weekly publication. ",0,2015-10-07 12:59,2017-12-20 6:32,73,community paper,closed,2013-07-01,Sun Media,"Monteregie, Quebec","[""http:\/\/business.financialpost.com\/fp-tech-desk\/sun-media-job-cuts-closing"",""http:\/\/www.cbc.ca\/news\/business\/sun-media-axes-11-newspapers-360-jobs-1.1385447""]","[""French""]"
78,marker,-1,Newspapers,Le Magazine Saint-Lambert,"45.500905, -73.509959","In July 2013 Sun Media announced the closure of Le Magazine Saint-Lambert, a weekly publication in Quebec.",0,2015-10-07 12:59,2017-12-20 6:33,122,community paper,closed,2013-07-02,Sun Media,"Saint-Lambert, Quebec","[""http:\/\/www.macleans.ca\/general\/sun-media-cutting-360-jobs-and-closing-11-papers\/"",""http:\/\/www.cbc.ca\/news\/business\/sun-media-axes-11-newspapers-360-jobs-1.1385447""]","[""French""]"
79,marker,-1,Newspapers,Le ProgrÃ¨s de Bellechasse,"46.6918563, -70.833894","Sun Media closed the Le ProgrÃ¨s de Bellechasse in July, 2013. ",0,2015-10-07 12:59,2017-12-20 6:26,103,community paper,closed,2013-07-17,Sun Media,"Bellechasse, Quebec","[""http:\/\/www.macleans.ca\/general\/sun-media-cutting-360-jobs-and-closing-11-papers\/"",""http:\/\/www.cbc.ca\/news\/business\/sun-media-axes-11-newspapers-360-jobs-1.1385447""]","[""French""]"
81,marker,-1,Newspapers,Tekawennake News,"44.1138622, -79.1127093","The Tekawennake News, which billed itself as Canada's oldest Indigenous weekly paper,  closed in July, 2013.",0,2015-10-07 12:59,2018-03-20 7:04,70,community paper,closed,2013-07-31,Independent,"Six Nations, Ontario","[""http:\/\/www.brantfordexpositor.ca\/2013\/07\/31\/new-newspaper-to-rise-as-teka-ceases-publication"",""http:\/\/www.thespec.com\/news-story\/4024944-six-nations-loses-50-year-old-newspaper\/""]","[""Other"",""English""]"
82,marker,-1,Newspapers,Town Crier - Forest Hill,"43.697473, -79.4169356",In May 2013 Multimedia Nova Corp. ceased publication of its Town Crier newspapers in the Greater Toronto Area after filing for bankruptcy. In August 2013 the Town Crier newspaper chain was purchased by a group of former employees and the Forest Hill paper was relaunched. It now publishes every two weeks instead of every week. ,0,2015-10-07 12:59,2017-12-19 20:07,136,community paper,decrease in service,2013-08-01,independent,"Forest Hill, Toronto, Ontario","[""http:\/\/www.thestar.com\/business\/2013\/05\/28\/town_crier_vaughan_today_to_suspend_publication_indefinitely.html"",""http:\/\/mytowncrier.ca\/about\/""]","[""English""]"
83,marker,-1,Newspapers,Town Crier - Leaside-Rosedale,"43.708826, -79.373499",In May 2013 Multimedia Nova Corp. ceased publication of its Town Crier newspapers in the Greater Toronto Area after filing for bankruptcy. In August 2013 the Town Crier newspaper chain was purchased by a group of former employees and the Leaside-Rosedale paper was relaunched. It now publishes every two weeks instead of every week. ,0,2015-10-07 12:59,2018-03-28 16:22,107,community paper,decrease in service,2013-08-01,Independent,"Leaside, Toronto, Ontario","[""http:\/\/www.thestar.com\/business\/2013\/05\/28\/town_crier_vaughan_today_to_suspend_publication_indefinitely.html"",""http:\/\/mytowncrier.ca\/about\/""]","[""English""]"
84,marker,-1,Newspapers,Town Crier - North Toronto,"43.7124661, -79.399748",In May 2013 Multimedia Nova Corp. ceased publication of its Town Crier newspapers in the Greater Toronto Area after filing for bankruptcy. In August 2013 the Town Crier newspaper chain was purchased by a group of former employees and the North Toronto paper was relaunched. It now publishes every two weeks instead of every week. ,0,2015-10-07 12:59,2017-12-19 20:07,70,community paper,decrease in service,2013-08-01,independent,"North Toronto, Ontario","[""http:\/\/www.thestar.com\/business\/2013\/05\/28\/town_crier_vaughan_today_to_suspend_publication_indefinitely.html"",""http:\/\/mytowncrier.ca\/about\/""]","[""English""]"
85,marker,-1,Newspapers,Halifax Daily News,"44.6998068, -63.595004","Halifax Daily News, a paid daily paper owned by Transcontinental, closed in early 2008.",0,2015-10-07 12:59,2018-03-20 6:31,116,daily paper - paid,closed,2008-02-12,Transcontinental,"Halifax, Nova Scotia","[""https:\/\/en.wikipedia.org\/wiki\/The_Daily_News_(Halifax)""]","[""English""]"
86,marker,-1,Newspapers,24 Hours - Calgary,"51.0758209, -114.0264136","Sun Media/Quebecor closed the free daily 24 Hours - Calgary paper on August 2nd, 2013. ",0,2015-10-07 12:59,2022-11-30 1:08,100,daily paper - free,closed,2013-08-02,Sun Media,"Calgary, Alberta","[""http:\/\/business.financialpost.com\/fp-tech-desk\/sun-media-job-cuts-closing"",""http:\/\/www.straight.com\/news\/400921\/sun-media-will-close-24-hours-commuter-papers-ottawa-calgary-and-edmonton""]","[""English""]"
87,marker,-1,Newspapers,24 Hours - Edmonton,"53.5401105, -113.50057","Sun Media/Quebecor closed the free daily 24 Hours - Edmonton paper on August 2nd, 2013. ",0,2015-10-07 12:59,2017-12-16 21:42,79,daily paper - free,closed,2013-08-02,Sun Media,"Edmonton, Alberta","[""http:\/\/business.financialpost.com\/fp-tech-desk\/sun-media-job-cuts-closing"",""http:\/\/www.straight.com\/news\/400921\/sun-media-will-close-24-hours-commuter-papers-ottawa-calgary-and-edmonton""]","[""English""]"
88,marker,-1,Newspapers,24 Hours - Ottawa,"45.4227345, -75.6973058","Sun Media/Quebecor closed the free daily 24 Hours - Ottawa paper on August 2nd, 2013. ",0,2015-10-07 12:59,2021-12-02 3:13,131,daily paper - free,closed,2013-08-02,Sun Media,"Ottawa, Ontario","[""http:\/\/business.financialpost.com\/fp-tech-desk\/sun-media-job-cuts-closing"",""http:\/\/www.straight.com\/news\/400921\/sun-media-will-close-24-hours-commuter-papers-ottawa-calgary-and-edmonton""]","[""English""]"
89,marker,-1,Newspapers,Two Row Times,"43.0279425, -79.9970111","Two Row Times is a free weekly newspaper that serves Indigenous communities in Ontario and is distributed to every First Nation reserve in Ontario. Two Row Times was launched in August 2013 soon after the Tekawennake News closed. The first issue was published on August 14, 2013.",0,2015-10-07 12:59,2025-08-01 17:20,119,community paper,new,2013-08-14,independent,Indigenous communities in Ontario,"[""http:\/\/www.brantfordexpositor.ca\/2013\/07\/31\/new-newspaper-to-rise-as-teka-ceases-publication"",""http:\/\/www.thespec.com\/news-story\/4024944-six-nations-loses-50-year-old-newspaper\/"",""https:\/\/issuu.com\/tworowtimes\/docs\/tworowtimes-prerelease"",""https:\/\/tworowtimes.com\/about\/""]","[""English""]"
90,marker,-1,Newspapers,Crowsnest Pass Promoter,"49.6073485, -114.43279",The Crowsnest Pass Promoter was closed by Sun Media in August 2013. ,0,2015-10-07 12:59,2016-06-10 10:11,160,community paper,closed,2013-08-28,Sun Media,"Crowsnest Pass, Alberta","[""http:\/\/crowsnestpasshome.blogspot.ca\/2013\/08\/crowsnest-pass-promoter.html"",""http:\/\/www.pinchercreekvoice.com\/2013\/08\/crowsnest-pass-promoter-publishes-final.html""]","[""English""]"
91,marker,-1,Newspapers,Etobicoke Guardian,"43.740541, -79.6190807","In September 2013, the Etobicoke Guardian cancelled its Tuesday edition and reduced service to one print edition per week on Thursdays. On September 15, 2023, Metroland announced that all of its 71 community newspapers would immediately shift to digital-only publications, including the Etobicoke Guardian. Nordstar put its Metroland Media Group division into creditor protection under the Bankruptcy and Insolvency Act as part of this restructuring plan that resulted in the loss of 605 jobs (approximately 60 per cent of its workforce), including 68 journalists. The newspaper was founded in 1917.",0,2015-10-07 12:59,2023-09-30 3:03,163,community paper,shifted to online,2023-09-15,Metroland,"Etobicoke, Toronto, Ontario","[""http:\/\/www.advertising.tcnmicrosites.com\/etobicoke.html"",""https:\/\/zoomerradio.ca\/news\/2023\/09\/15\/metroland-to-stop-weekly-community-paper-presses-keeps-dailies\/"",""https:\/\/www.cbc.ca\/news\/business\/torstar-metroland-nordstar-1.6968044"",""https:\/\/www.thestar.com\/business\/metroland-ends-print-editions-of-community-papers-flyers\/article_b5630346-56a9-50b0-99dd-7e4955065c14.html"",""https:\/\/www.cbc.ca\/news\/canada\/ottawa\/weekly-print-papers-cancelled-across-ontario-1.6968892"",""https:\/\/www.newhamburgindependent.ca\/news\/ontario\/metroland-to-cease-print-publication-of-dozens-of-community-newspapers-across-ontario\/article_b2d17b23-e6fb-535f-945a-52d15262c4d7.html"",""https:\/\/www.durhamregion.com\/news\/a-letter-to-our-readers\/article_ec8be637-c278-587b-a442-1c762720e04a.html"",""https:\/\/www.orilliamatters.com\/local-news\/metroland-announces-cutbacks-ends-orillia-today-print-edition-7554155"",""https:\/\/nationalpost.com\/news\/canada\/metroland-media-group-ends-publication-of-weekly-community-newspapers""]","[""English""]"
